time,open,high,low,close,volume
2021-01-28 13:00:00,3283.28,3292.54,3282.66,3292.0486,111883
2021-01-28 12:45:00,3276.0,3285.23,3275.0,3283.7709999999997,82254
2021-01-28 12:30:00,3268.99,3276.37,3265.11,3275.74,56438
2021-01-28 12:15:00,3269.83,3274.015,3266.61,3269.52,61120
2021-01-28 12:00:00,3261.99,3269.93,3254.15,3269.93,88357
2021-01-28 11:45:00,3267.31,3273.8699,3257.0,3257.8725,76633
2021-01-28 11:30:00,3273.77,3274.5,3265.1,3268.6,94026
2021-01-28 11:15:00,3276.69,3280.6499,3272.6212,3274.605,102716
2021-01-28 11:00:00,3258.23,3275.7169,3257.6627,3274.65,110310
2021-01-28 10:45:00,3263.0,3267.63,3252.12,3256.48,106803
2021-01-28 10:30:00,3257.71,3269.91,3255.21,3260.36,150068
2021-01-28 10:15:00,3258.01,3267.8691,3251.28,3258.57,123669
2021-01-28 10:00:00,3257.06,3262.39,3242.14,3257.36,168567
2021-01-28 09:45:00,3235.04,3265.1399,3228.69,3255.5,279893
2021-01-28 09:30:00,3253.0,3253.0,3240.0,3240.0,3278
2021-01-28 09:15:00,3229.8,3258.82,3229.8,3248.5,16220
2021-01-28 09:00:00,3215.0,3225.0,3215.0,3225.0,9777
2021-01-28 08:45:00,3208.0,3215.0,3207.01,3215.0,3516
2021-01-28 08:30:00,3200.0,3208.5,3200.0,3208.5,2351
2021-01-28 08:15:00,3215.9,3215.9,3199.0,3203.12,5759
2021-01-28 08:00:00,3212.0,3215.0,3212.0,3215.0,2605
2021-01-28 07:45:00,3212.0,3212.0,3210.0,3210.0,2385
2021-01-28 07:30:00,3212.0,3212.0,3210.0,3210.0,1230
2021-01-28 07:15:00,3206.02,3209.5,3206.02,3209.5,1341
2021-01-28 06:15:00,3200.0,3200.0,3199.25,3199.25,447
2021-01-28 06:00:00,3208.71,3212.0,3208.71,3212.0,807
2021-01-28 05:30:00,3199.25,3199.25,3199.25,3199.25,128
2021-01-28 05:00:00,3190.0,3190.0,3190.0,3190.0,189
2021-01-28 04:30:00,3195.0,3195.0,3195.0,3195.0,166
2021-01-27 20:00:00,3218.0,3218.0,3216.0,3216.0,1988
2021-01-27 19:45:00,3217.25,3218.0,3217.25,3218.0,1899
2021-01-27 19:30:00,3219.0,3219.0,3219.0,3219.0,147
2021-01-27 19:15:00,3217.0,3219.0,3217.0,3219.0,568
2021-01-27 19:00:00,3210.11,3214.0,3210.11,3212.57,1123
2021-01-27 18:45:00,3215.5,3215.5,3210.0,3210.0,2137
2021-01-27 18:30:00,3213.99,3213.99,3213.99,3213.99,794
2021-01-27 18:15:00,3226.8,3226.8,3218.5,3218.5,1344
2021-01-27 18:00:00,3225.0,3225.0,3222.0,3222.0,1058
2021-01-27 17:45:00,3223.0,3224.0,3222.0,3224.0,1773
2021-01-27 17:30:00,3230.93,3232.0,3230.53,3230.53,1592
2021-01-27 17:15:00,3230.4,3233.0,3230.4,3233.0,3656
2021-01-27 17:00:00,3232.5,3234.0,3227.56,3229.65,2481
2021-01-27 16:45:00,3215.0,3236.0,3210.0,3232.64,6502
2021-01-27 16:30:00,3208.0,3235.0,3208.0,3220.17,22764
2021-01-27 16:15:00,3232.58,3239.89,3196.02,3200.0,127519
2021-01-27 16:00:00,3224.16,3237.61,3218.01,3234.98,326313
2021-01-27 15:45:00,3217.9,3228.49,3207.08,3226.06,213315
2021-01-27 15:30:00,3241.1043,3243.0,3216.8757,3219.51,194333
2021-01-27 15:15:00,3246.0,3250.21,3234.51,3241.4826,215471
2021-01-27 15:00:00,3258.99,3263.025,3245.28,3245.28,145635
2021-01-27 14:45:00,3253.62,3264.6,3244.01,3259.5,199684
2021-01-27 14:30:00,3282.34,3282.7793,3251.5,3254.64,159689
2021-01-27 14:15:00,3278.14,3286.0,3278.14,3282.26,57631
2021-01-27 14:00:00,3276.0,3282.0,3276.0,3279.42,53478
2021-01-27 13:45:00,3285.805,3285.805,3276.89,3276.89,58724
2021-01-27 13:30:00,3281.64,3289.53,3279.79,3287.11,64661
2021-01-27 13:15:00,3292.3,3294.9876,3280.5901,3280.5901,59235
2021-01-27 13:00:00,3296.8999,3301.51,3288.2824,3291.91,66516
2021-01-27 12:45:00,3291.94,3299.89,3285.0,3297.45,124694
2021-01-27 12:30:00,3271.1999,3294.0,3270.0625,3292.94,157952
2021-01-27 12:15:00,3266.0,3271.68,3262.0,3269.995,86993
2021-01-27 12:00:00,3272.03,3278.8477,3263.82,3265.36,98466
2021-01-27 11:45:00,3280.0,3280.0,3268.0,3273.52,118314
2021-01-27 11:30:00,3283.9799,3288.3399,3278.0,3278.5,80834
2021-01-27 11:15:00,3297.61,3298.696,3283.38,3283.89,85454
2021-01-27 11:00:00,3300.4001,3311.08,3297.52,3298.42,80817
2021-01-27 10:45:00,3297.43,3304.2723,3286.79,3301.7,117538
2021-01-27 10:30:00,3289.64,3311.05,3282.0,3298.0,157371
2021-01-27 10:15:00,3287.3766,3306.87,3281.0801,3285.7,222413
2021-01-27 10:00:00,3258.03,3288.59,3246.0149,3287.24,392404
2021-01-27 09:45:00,3341.49,3346.52,3256.0,3258.03,480989
2021-01-27 09:30:00,3318.02,3340.57,3318.02,3338.71,10526
2021-01-27 09:15:00,3336.99,3337.0,3316.0,3316.0,19305
2021-01-27 09:00:00,3324.0,3335.75,3323.01,3335.75,7525
2021-01-27 08:45:00,3323.26,3323.26,3320.0,3321.5,4312
2021-01-27 08:30:00,3320.0,3326.56,3318.01,3318.2002,9230
2021-01-27 08:15:00,3339.74,3353.0,3315.0,3320.0,18129
2021-01-27 08:00:00,3328.0,3335.0,3325.0,3325.0,10931
2021-01-27 07:45:00,3334.53,3340.0,3330.02,3330.02,5852
2021-01-27 07:30:00,3351.0,3351.0,3331.0,3331.0,7808
2021-01-27 07:15:00,3337.79,3363.0,3337.79,3350.06,17099
2021-01-27 07:00:00,3345.75,3345.75,3330.02,3332.0,2512
2021-01-27 06:45:00,3350.0,3353.0,3350.0,3353.0,831
2021-01-27 06:15:00,3347.59,3349.35,3347.59,3349.35,989
2021-01-27 06:00:00,3355.03,3355.03,3350.0,3350.0,808
2021-01-27 04:15:00,3360.49,3360.52,3360.49,3360.52,443
2021-01-26 20:00:00,3374.88,3374.88,3374.88,3374.88,158
2021-01-26 19:45:00,3373.0,3377.0,3373.0,3377.0,3612
2021-01-26 19:30:00,3366.6,3370.0,3366.6,3370.0,654
2021-01-26 19:15:00,3369.7,3369.7,3369.7,3369.7,430
2021-01-26 19:00:00,3368.0,3368.0,3368.0,3368.0,521
2021-01-26 18:45:00,3372.0,3372.0,3366.0,3366.0,718
2021-01-26 18:30:00,3367.74,3369.0,3367.74,3369.0,1543
2021-01-26 18:15:00,3365.25,3365.25,3365.25,3365.25,121
2021-01-26 18:00:00,3364.0,3370.0,3363.0,3370.0,2628
2021-01-26 17:45:00,3362.02,3364.0,3362.02,3363.0,5153
2021-01-26 17:30:00,3362.37,3362.37,3360.0,3362.24,3359
2021-01-26 17:15:00,3362.65,3365.0,3362.65,3363.99,3534
2021-01-26 17:00:00,3361.0,3362.55,3351.01,3362.0,7051
2021-01-26 16:45:00,3368.1,3369.78,3360.0,3360.0,12623
2021-01-26 16:30:00,3381.0,3390.0,3360.0,3368.47,45476
2021-01-26 16:15:00,3326.13,3397.97,3321.0,3381.31,113918
2021-01-26 16:00:00,3331.77,3338.0,3319.15,3326.12,320828
2021-01-26 15:45:00,3335.23,3336.97,3327.35,3330.99,97992
2021-01-26 15:30:00,3332.69,3337.6404,3330.8,3335.81,85726
2021-01-26 15:15:00,3327.55,3334.9899,3324.36,3333.2725,66469
2021-01-26 15:00:00,3326.655,3329.765,3322.405,3327.79,54993
2021-01-26 14:45:00,3330.275,3330.565,3325.0165,3325.74,59767
2021-01-26 14:30:00,3335.49,3337.99,3327.715,3330.4921,72796
2021-01-26 14:15:00,3327.3,3335.8,3327.3,3335.8,59522
2021-01-26 14:00:00,3332.6167,3332.655,3325.034,3326.7909,48035
2021-01-26 13:45:00,3329.3902,3332.39,3326.35,3332.0,47511
2021-01-26 13:30:00,3326.2,3331.86,3325.6761,3328.81,49368
2021-01-26 13:15:00,3326.0,3327.6,3320.19,3325.98,38239
2021-01-26 13:00:00,3319.0,3329.995,3317.34,3325.82,79156
2021-01-26 12:45:00,3320.7676,3324.06,3315.38,3319.23,43091
2021-01-26 12:30:00,3322.03,3324.95,3320.12,3321.41,49247
2021-01-26 12:15:00,3307.56,3323.87,3305.19,3321.74,86887
2021-01-26 12:00:00,3312.26,3314.06,3304.3298,3307.96,60985
2021-01-26 11:45:00,3319.67,3321.66,3311.0,3312.52,64205
2021-01-26 11:30:00,3317.185,3326.78,3317.185,3319.99,65951
2021-01-26 11:15:00,3326.765,3335.85,3314.6825,3317.66,147098
2021-01-26 11:00:00,3321.85,3331.43,3321.85,3326.71,163159
2021-01-26 10:45:00,3312.81,3326.03,3311.65,3321.34,123404
2021-01-26 10:30:00,3311.32,3316.2,3300.0,3313.91,101528
2021-01-26 10:15:00,3309.5368,3322.78,3305.26,3312.7445,193400
2021-01-26 10:00:00,3289.625,3309.5,3282.87,3308.9471,164728
2021-01-26 09:45:00,3296.3559,3312.0,3287.0,3289.1,247034
2021-01-26 09:30:00,3294.0,3294.0,3290.0,3293.0,2846
2021-01-26 09:15:00,3299.88,3300.0,3294.4,3294.4,4140
2021-01-26 09:00:00,3295.0,3296.83,3295.0,3296.83,960
2021-01-26 08:45:00,3290.0,3293.01,3290.0,3293.01,573
2021-01-26 08:30:00,3291.51,3291.51,3290.0,3290.0,929
2021-01-26 08:15:00,3298.94,3298.94,3293.0,3293.0,1604
2021-01-26 08:00:00,3296.0,3296.0,3290.0,3290.0,4656
2021-01-26 07:45:00,3297.0,3297.0,3295.0,3295.01,971
2021-01-26 07:15:00,3296.89,3296.89,3296.89,3296.89,509
2021-01-25 20:00:00,3285.0,3285.12,3282.9,3282.9,936
2021-01-25 19:45:00,3286.88,3287.4,3286.88,3287.4,459
2021-01-25 19:15:00,3288.0,3288.0,3288.0,3288.0,743
2021-01-25 18:30:00,3291.44,3291.44,3291.44,3291.44,407
2021-01-25 18:15:00,3287.11,3287.11,3287.11,3287.11,217
2021-01-25 17:00:00,3288.02,3288.02,3288.02,3288.02,684
2021-01-25 16:45:00,3288.0,3288.02,3288.0,3288.02,2300
2021-01-25 16:30:00,3291.06,3291.06,3291.06,3291.06,444
2021-01-25 16:15:00,3294.0,3294.0,3291.25,3294.0,107004
2021-01-25 16:00:00,3298.74,3301.965,3288.82,3293.1,214079
2021-01-25 15:45:00,3292.63,3297.5,3288.79,3297.41,64804
2021-01-25 15:30:00,3286.66,3297.49,3282.74,3293.2,71987
2021-01-25 15:15:00,3299.39,3299.39,3285.79,3288.0,57858
2021-01-25 15:00:00,3302.72,3304.1399,3298.14,3300.81,56795
2021-01-25 14:45:00,3299.73,3302.53,3297.24,3302.3,50480
2021-01-25 14:30:00,3293.69,3300.82,3291.01,3300.82,46884
2021-01-25 14:15:00,3302.0,3302.0,3293.0,3294.13,57958
2021-01-25 14:00:00,3303.56,3310.24,3301.6101,3301.68,63043
2021-01-25 13:45:00,3309.0,3310.0,3301.0,3303.28,52004
2021-01-25 13:30:00,3307.7,3309.5,3303.0552,3308.28,43218
2021-01-25 13:15:00,3314.2,3314.44,3301.04,3308.902,88351
2021-01-25 13:00:00,3291.73,3315.98,3291.73,3314.97,148390
2021-01-25 12:45:00,3281.66,3294.03,3280.55,3292.55,56861
2021-01-25 12:30:00,3284.99,3286.35,3271.87,3284.38,92697
2021-01-25 12:15:00,3287.85,3298.28,3283.4,3284.85,122010
2021-01-25 12:00:00,3279.01,3357.0,3275.0,3286.555,78859
2021-01-25 11:45:00,3272.99,3286.48,3266.69,3280.225,89079
2021-01-25 11:30:00,3281.3309999999997,3288.2363,3267.62,3271.92,132269
2021-01-25 11:15:00,3276.32,3285.93,3243.1463,3281.35,312595
2021-01-25 11:00:00,3307.97,3309.65,3274.0,3277.415,256426
2021-01-25 10:45:00,3323.75,3324.9999,3302.65,3308.2,177534
2021-01-25 10:30:00,3328.8,3336.59,3322.4390000000003,3323.99,139971
2021-01-25 10:15:00,3346.19,3346.615,3325.79,3327.55,173732
2021-01-25 10:00:00,3358.25,3363.44,3336.78,3344.405,251194
2021-01-25 09:45:00,3328.5,3363.89,3325.77,3357.14,440462
2021-01-25 09:30:00,3331.0,3332.0,3325.0,3326.6,3767
2021-01-25 09:15:00,3332.0,3332.0,3329.02,3330.0002,2930
2021-01-25 09:00:00,3333.0,3334.82,3330.5,3330.5,7384
2021-01-25 08:45:00,3334.12,3336.5,3331.5,3332.0,10208
2021-01-25 08:30:00,3328.0,3336.0,3328.0,3336.0,8208
2021-01-25 08:15:00,3316.0001,3336.99,3316.0001,3327.0,4283
2021-01-25 08:00:00,3330.0,3330.0,3327.0,3327.0,1592
2021-01-25 07:45:00,3332.0,3335.0,3332.0,3332.37,2469
2021-01-25 07:30:00,3326.97,3336.97,3326.97,3330.0,5494
2021-01-25 07:15:00,3317.55,3325.0,3317.55,3325.0,2589
2021-01-25 07:00:00,3322.5,3322.5,3322.5,3322.5,152
2021-01-25 06:45:00,3322.11,3322.11,3322.11,3322.11,253
2021-01-25 05:30:00,3321.0,3321.0,3310.0,3310.0,759
2021-01-25 04:30:00,3322.5,3322.5,3322.5,3322.5,508
2021-01-22 20:00:00,3293.5,3293.5,3293.5,3293.5,541
2021-01-22 19:45:00,3292.06,3293.74,3292.06,3293.74,710
2021-01-22 19:30:00,3291.0,3292.0,3291.0,3292.0,898
2021-01-22 18:00:00,3291.57,3291.57,3291.0,3291.0,670
2021-01-22 17:45:00,3291.52,3291.52,3291.52,3291.52,216
2021-01-22 17:30:00,3292.0,3292.0,3292.0,3292.0,267
2021-01-22 17:15:00,3292.23,3292.23,3292.23,3292.23,425
2021-01-22 17:00:00,3293.0,3293.0,3292.83,3292.83,1042
2021-01-22 16:45:00,3293.26,3295.0,3293.0,3295.0,2213
2021-01-22 16:30:00,3293.0,3293.5,3292.5,3293.5,2884
2021-01-22 16:15:00,3292.23,3292.7238,3291.0,3292.23,114939
2021-01-22 16:00:00,3302.01,3302.01,3290.0,3290.0,211984
2021-01-22 15:45:00,3298.55,3302.05,3298.15,3301.755,86792
2021-01-22 15:30:00,3294.35,3298.35,3293.78,3298.35,53726
2021-01-22 15:15:00,3303.0,3304.08,3293.26,3294.72,84193
2021-01-22 15:00:00,3299.5,3303.29,3296.04,3302.8199,77357
2021-01-22 14:45:00,3295.61,3299.77,3295.3089,3299.77,46543
2021-01-22 14:30:00,3294.11,3297.83,3293.0,3296.52,38149
2021-01-22 14:15:00,3294.45,3295.75,3291.5701,3293.38,44711
2021-01-22 14:00:00,3298.15,3298.15,3292.0,3293.66,34944
2021-01-22 13:45:00,3292.41,3299.235,3291.555,3298.26,67565
2021-01-22 13:30:00,3292.61,3297.0,3289.475,3292.23,67598
2021-01-22 13:15:00,3294.5409,3296.5564,3288.96,3292.74,75927
2021-01-22 13:00:00,3297.63,3299.0,3293.77,3295.1,48718
2021-01-22 12:45:00,3299.85,3299.85,3296.7793,3298.095,53243
2021-01-22 12:30:00,3300.6,3303.804,3298.5,3298.71,46946
2021-01-22 12:15:00,3302.56,3304.36,3299.61,3300.27,43720
2021-01-22 12:00:00,3299.9,3306.62,3299.0,3301.89,69875
2021-01-22 11:45:00,3299.2957,3302.36,3297.03,3300.3,69661
2021-01-22 11:30:00,3304.92,3306.0,3297.71,3299.57,54314
2021-01-22 11:15:00,3298.27,3307.473,3295.175,3304.825,68466
2021-01-22 11:00:00,3296.995,3299.4766,3293.015,3298.81,73391
2021-01-22 10:45:00,3295.09,3302.99,3293.377,3296.73,92607
2021-01-22 10:30:00,3296.2979,3299.37,3293.82,3295.56,93313
2021-01-22 10:15:00,3311.75,3312.72,3292.61,3296.16,151008
2021-01-22 10:00:00,3295.07,3321.91,3292.595,3310.705,303156
2021-01-22 09:45:00,3304.31,3304.563,3283.1644,3294.44,288910
2021-01-22 09:30:00,3296.59,3302.0,3292.9,3301.65,16393
2021-01-22 09:15:00,3290.0,3295.0,3289.99,3294.12,8929
2021-01-22 09:00:00,3293.9,3294.0,3285.85,3294.0,2935
2021-01-22 08:45:00,3286.0,3288.9,3285.0,3288.34,2687
2021-01-22 08:30:00,3288.0,3288.0,3286.0,3286.0,1730
2021-01-22 08:15:00,3279.84,3287.0,3279.84,3287.0,4773
2021-01-22 08:00:00,3286.0,3286.0,3285.0,3286.0,1300
2021-01-22 07:45:00,3282.84,3283.0,3282.84,3283.0,842
2021-01-22 07:30:00,3282.17,3283.0,3281.0,3283.0,3040
2021-01-22 07:15:00,3283.5,3287.99,3280.21,3285.21,5355
2021-01-22 07:00:00,3280.0,3280.0,3280.0,3280.0,100
2021-01-22 06:45:00,3280.0,3280.0,3280.0,3280.0,292
2021-01-22 04:15:00,3284.01,3284.01,3280.0,3280.02,881
2021-01-21 20:00:00,3300.0,3302.0,3299.69,3302.0,1941
2021-01-21 19:45:00,3301.0,3301.0,3301.0,3301.0,118
2021-01-21 19:30:00,3300.0,3300.0,3299.69,3299.69,845
2021-01-21 19:15:00,3299.88,3299.88,3299.88,3299.88,272
2021-01-21 19:00:00,3300.05,3300.05,3300.05,3300.05,103
2021-01-21 18:30:00,3301.25,3302.0,3301.0,3302.0,1126
2021-01-21 18:15:00,3304.08,3304.08,3302.1101,3302.1101,804
2021-01-21 18:00:00,3303.01,3306.99,3303.01,3303.2,819
2021-01-21 17:45:00,3305.92,3305.92,3304.02,3304.8,984
2021-01-21 17:30:00,3306.0,3306.0,3304.5,3304.5,1061
2021-01-21 17:15:00,3307.11,3307.37,3306.8,3306.8,1289
2021-01-21 17:00:00,3307.1,3308.0,3306.99,3308.0,1093
2021-01-21 16:45:00,3305.0,3307.6999,3305.0,3306.0,1040
2021-01-21 16:30:00,3306.99,3306.99,3302.08,3302.08,17944
2021-01-21 16:15:00,3307.68,3310.0,3306.494,3306.494,243260
2021-01-21 16:00:00,3315.0,3315.0,3300.0,3307.21,330108
2021-01-21 15:45:00,3315.57,3316.29,3311.085,3314.93,98919
2021-01-21 15:30:00,3318.57,3322.8,3315.76,3316.2,71617
2021-01-21 15:15:00,3326.2299,3328.0,3316.85,3318.1,87617
2021-01-21 15:00:00,3315.38,3325.98,3314.43,3325.98,74351
2021-01-21 14:45:00,3316.71,3321.98,3313.6301,3316.145,61831
2021-01-21 14:30:00,3320.78,3323.2989,3315.645,3317.0,102263
2021-01-21 14:15:00,3307.0,3320.1358,3306.96,3320.1358,85123
2021-01-21 14:00:00,3315.9,3317.37,3305.24,3305.61,140804
2021-01-21 13:45:00,3319.73,3320.4,3313.9861,3315.47,56384
2021-01-21 13:30:00,3315.5,3324.0,3315.5,3319.57,94560
2021-01-21 13:15:00,3323.5,3323.78,3311.92,3316.4149,73338
2021-01-21 13:00:00,3322.1504,3322.9569,3312.7,3322.93,81482
2021-01-21 12:45:00,3318.88,3325.76,3317.5579,3322.23,91582
2021-01-21 12:30:00,3315.01,3320.77,3308.3,3318.4959999999996,172441
2021-01-21 12:15:00,3326.1811,3333.265,3314.56,3314.56,165382
2021-01-21 12:00:00,3327.11,3334.05,3325.0,3326.06,107580
2021-01-21 11:45:00,3342.85,3346.62,3322.97,3327.455,157134
2021-01-21 11:30:00,3342.785,3347.29,3337.11,3342.92,141779
2021-01-21 11:15:00,3339.49,3348.55,3337.11,3343.92,221257
2021-01-21 11:00:00,3336.23,3341.82,3332.0,3339.45,116937
2021-01-21 10:45:00,3329.8501,3339.9,3329.51,3336.145,189044
2021-01-21 10:30:00,3329.1762,3335.0,3326.11,3329.57,209275
2021-01-21 10:15:00,3312.0,3330.33,3306.3513,3329.68,257592
2021-01-21 10:00:00,3303.68,3318.5,3303.53,3311.375,266126
2021-01-21 09:45:00,3293.0,3329.9999,3289.5675,3304.12,812823
2021-01-21 09:30:00,3290.99,3296.5,3290.99,3294.15,20189
2021-01-21 09:15:00,3290.0,3290.8,3289.0,3290.8,2707
2021-01-21 09:00:00,3296.8125,3296.8125,3281.2,3286.04,17676
2021-01-21 08:45:00,3295.0,3297.99,3295.0,3295.0,15251
2021-01-21 08:30:00,3297.01,3298.0,3295.02,3295.02,13865
2021-01-21 08:15:00,3277.0,3298.29,3277.0,3297.0,26014
2021-01-21 08:00:00,3285.0,3287.0,3285.0,3286.26,2753
2021-01-21 07:45:00,3287.3,3288.0,3284.04,3284.04,4554
2021-01-21 07:30:00,3279.0,3285.0,3279.0,3285.0,3907
2021-01-21 07:15:00,3278.0,3283.0,3278.0,3279.89,7897
2021-01-21 07:00:00,3278.99,3280.94,3278.99,3280.94,1095
2021-01-21 06:45:00,3279.23,3279.85,3277.56,3279.5,1183
2021-01-21 06:30:00,3276.75,3276.89,3276.75,3276.89,268
2021-01-21 06:00:00,3273.0,3273.0,3273.0,3273.0,194
2021-01-21 05:45:00,3276.0,3276.0,3274.0,3274.0,351
2021-01-21 04:30:00,3281.0,3281.0,3277.08,3277.08,545
2021-01-20 20:00:00,3265.6,3274.97,3265.6,3274.97,1915
2021-01-20 19:45:00,3263.6,3263.6,3263.6,3263.6,149
2021-01-20 19:30:00,3263.7,3263.7,3263.7,3263.7,472
2021-01-20 19:15:00,3265.0,3265.0,3265.0,3265.0,385
2021-01-20 19:00:00,3265.0,3265.0,3263.6,3265.0,796
2021-01-20 18:30:00,3263.45,3264.48,3262.51,3262.98,1032
2021-01-20 18:15:00,3262.0,3263.0,3262.0,3263.0,3422
2021-01-20 17:45:00,3260.89,3260.89,3260.89,3260.89,116
2021-01-20 17:30:00,3259.01,3259.01,3259.01,3259.01,257
2021-01-20 17:00:00,3261.17,3261.17,3259.38,3259.38,1643
2021-01-20 16:45:00,3264.5,3264.5,3263.0,3263.0,74475
2021-01-20 16:30:00,3262.8905,3264.0,3262.8905,3264.0,2749
2021-01-20 16:15:00,3263.38,3268.0,3263.38,3267.0,136690
2021-01-20 16:00:00,3270.99,3272.0,3261.04,3264.73,352126
2021-01-20 15:45:00,3267.73,3272.63,3263.0,3270.67,166279
2021-01-20 15:30:00,3267.24,3274.0,3266.13,3268.415,149766
2021-01-20 15:15:00,3273.9229,3275.0,3264.3251,3267.23,148045
2021-01-20 15:00:00,3279.255,3279.8,3271.12,3273.73,195538
2021-01-20 14:45:00,3268.38,3279.29,3265.1797,3279.29,207927
2021-01-20 14:30:00,3254.0,3268.23,3254.0,3267.676,139540
2021-01-20 14:15:00,3247.76,3256.95,3246.29,3254.0,136918
2021-01-20 14:00:00,3238.3,3248.94,3238.2,3248.245,90281
2021-01-20 13:45:00,3244.09,3248.645,3238.2348,3238.605,117910
2021-01-20 13:30:00,3242.385,3247.89,3241.3001,3244.53,105635
2021-01-20 13:15:00,3236.34,3242.39,3235.81,3242.3258,78794
2021-01-20 13:00:00,3240.08,3242.0896,3233.2,3235.82,88301
2021-01-20 12:45:00,3234.98,3241.7,3234.25,3240.59,92938
2021-01-20 12:30:00,3229.23,3239.24,3227.6,3234.99,128441
2021-01-20 12:15:00,3231.29,3234.0,3228.4903,3228.58,67957
2021-01-20 12:00:00,3226.2,3231.95,3223.17,3230.6917,109264
2021-01-20 11:45:00,3231.585,3233.5,3224.0,3226.14,123909
2021-01-20 11:30:00,3223.99,3235.0,3222.02,3231.92,189376
2021-01-20 11:15:00,3220.92,3224.11,3218.69,3223.4886,113637
2021-01-20 11:00:00,3216.0,3224.08,3214.05,3221.4,133886
2021-01-20 10:45:00,3213.44,3223.26,3212.975,3215.71,147166
2021-01-20 10:30:00,3221.9,3225.7,3212.755,3212.755,189140
2021-01-20 10:15:00,3203.85,3225.73,3202.5601,3221.6157,321455
2021-01-20 10:00:00,3211.95,3216.0,3195.37,3203.015,313129
2021-01-20 09:45:00,3181.99,3216.09,3175.0,3211.03,777248
2021-01-20 09:30:00,3174.45,3182.89,3169.9998,3180.33,31201
2021-01-20 09:15:00,3164.27,3172.3,3163.9898,3172.3,12675
2021-01-20 09:00:00,3157.6,3164.0,3157.6,3164.0,3994
2021-01-20 08:45:00,3164.4,3164.4,3157.0,3157.0,4899
2021-01-20 08:30:00,3158.48,3164.47,3158.48,3164.0,9644
2021-01-20 08:15:00,3152.4455,3158.99,3149.15,3158.98,9052
2021-01-20 08:00:00,3151.0,3157.0,3151.0,3157.0,3729
2021-01-20 07:45:00,3151.5,3152.49,3150.21,3150.21,2191
2021-01-20 07:15:00,3154.0,3154.2,3150.0,3150.0,3446
2021-01-20 07:00:00,3152.5,3155.0,3151.0,3154.97,1594
2021-01-20 06:45:00,3148.0,3156.0,3148.0,3156.0,3657
2021-01-20 06:00:00,3145.01,3145.01,3145.01,3145.01,151
2021-01-19 20:00:00,3137.0,3137.0,3137.0,3137.0,627
2021-01-19 19:45:00,3136.25,3136.25,3136.25,3136.25,165
2021-01-19 19:00:00,3137.0,3137.0,3137.0,3137.0,478
2021-01-19 18:45:00,3139.0,3139.0,3139.0,3139.0,2632
2021-01-19 18:30:00,3136.99,3139.0,3136.99,3139.0,227
2021-01-19 18:15:00,3136.0,3137.89,3136.0,3137.89,1950
2021-01-19 18:00:00,3135.63,3135.63,3135.0,3135.11,1496
2021-01-19 17:45:00,3136.0,3136.5,3136.0,3136.48,1368
2021-01-19 17:30:00,3138.0,3138.0,3136.1803,3136.1803,1406
2021-01-19 17:15:00,3137.51,3138.74,3136.96,3137.5,1392
2021-01-19 17:00:00,3139.0,3139.0,3137.0,3137.0,1890
2021-01-19 16:45:00,3140.0,3140.0,3134.48,3139.0,10056
2021-01-19 16:30:00,3133.5,3137.9,3131.0,3137.5,10911
2021-01-19 16:15:00,3120.76,3137.0,3120.2919,3134.0,184743
2021-01-19 16:00:00,3126.4252,3132.0,3118.17,3121.0,198405
